sku,product,category,quantity,price
308,absolute condensed 1L grape,vodka,70,70.00
309,"absolute condensed 1,5L grape",vodka,70,70.00
310,absolute condensed 5L grape,vodka,70,70.00
311,absolute milky 300ml grape,vodka,70,70.00
312,absolute milky 600ml grape,vodka,70,70.00
313,absolute milky 700ml grape,vodka,70,70.00
314,absolute milky 1L grape,vodka,70,70.00
315,"absolute milky 1,5L grape",vodka,70,70.00
316,absolute milky 5L grape,vodka,70,70.00
317,absolute new years edition 300ml grape,vodka,70,70.00
318,absolute new years edition 600ml grape,vodka,70,70.00
319,absolute new years edition 700ml grape,vodka,70,70.00
320,absolute new years edition 1L grape,vodka,70,70.00
321,"absolute new years edition 1,5L grape",vodka,70,70.00
322,absolute new years edition 5L grape,vodka,70,70.00
323,strawberry,fruits,50,3
324,yogurt strawberry,yogurt,70,5.99
325,dry strawberry,fruits,70,2.99
326,soap strawberry,cleaning,70,1.99
327,soda 365ml strawberry,drinks,70,4.99
328,soda 700ml strawberry,drinks,70,4.99
329,soda 1L strawberry,drinks,70,4.99
330,"soda 1,5L strawberry",drinks,70,4.99
331,soda 2L strawberry,drinks,70,4.99
332,soap strawberry,cleaning,70,1.99
333,soda diet 365ml strawberry,drinks,70,4.99
334,soda diet 700ml strawberry,drinks,70,4.99
335,soda diet 1L strawberry,drinks,70,4.99
336,"soda diet 1,5L strawberry",drinks,70,4.99
337,soda diet 2L strawberry,drinks,70,4.99
338,juice 300ml strawberry,drinks,70,10.00
339,juice 600ml strawberry,drinks,70,10.00
340,juice 1L strawberry,drinks,70,10.00
341,juice 2L strawberry,drinks,70,10.00
342,juice diet 300ml strawberry,drinks,70,10.00
343,juice diet 600ml strawberry,drinks,70,10.00
344,juice diet 1L strawberry,drinks,70,10.00
345,juice diet 2L strawberry,drinks,70,10.00
346,whey protein 900g strawberry,suplements,70,40.00
347,whey protein 2kg strawberry,suplements,70,100.00
348,whey protein 5kg strawberry,suplements,70,180.00
349,whey protein isolado 900g strawberry,suplements,70,40.00
350,whey protein isolado 2kg strawberry,suplements,70,100.00
351,whey protein isolado 5kg strawberry,suplements,70,180.00
352,whey protein hisdrolisado 900g strawberry,suplements,70,500.00
353,whey protein hisdrolisado 2kg strawberry,suplements,70,1000.00
354,whey protein hisdrolisado 5kg strawberry,suplements,70,1500.00
355,ice cream strawberry,ice cream,70,5.00
356,5L ice cream strawberry,ice cream,70,25.99
357,absolute 300ml strawberry,vodka,70,70.00
358,absolute 600ml strawberry,vodka,70,70.00
359,absolute 700ml strawberry,vodka,70,70.00
360,absolute 1L strawberry,vodka,70,70.00
361,"absolute 1,5L strawberry",vodka,70,70.00
362,absolute 5L strawberry,vodka,70,70.00
363,smirnoff ice strawberry,drink,70,9.99
364,absolute zero 300ml strawberry,vodka,70,70.00
365,absolute zero 600ml strawberry,vodka,70,70.00
366,absolute zero 700ml strawberry,vodka,70,70.00
367,absolute zero 1L strawberry,vodka,70,70.00
368,"absolute zero 1,5L strawberry",vodka,70,70.00
369,absolute zero 5L strawberry,vodka,70,70.00
370,smirnoff ice strawberry,drink,70,9.99
371,51 ice strawberry,drink,70,9.99
372,skol beats strawberry,drink,70,9.99
373,absolute light 300ml strawberry,vodka,70,70.00
374,absolute light 600ml strawberry,vodka,70,70.00
375,absolute light 700ml strawberry,vodka,70,70.00
376,absolute light 1L strawberry,vodka,70,70.00
377,"absolute light 1,5L strawberry",vodka,70,70.00
378,absolute light 5L strawberry,vodka,70,70.00
379,absolute condensed 300ml strawberry,vodka,70,70.00
380,absolute condensed 600ml strawberry,vodka,70,70.00
381,absolute condensed 700ml strawberry,vodka,70,70.00
382,absolute condensed 1L strawberry,vodka,70,70.00
383,"absolute condensed 1,5L strawberry",vodka,70,70.00
384,absolute condensed 5L strawberry,vodka,70,70.00
385,absolute milky 300ml strawberry,vodka,70,70.00
386,absolute milky 600ml strawberry,vodka,70,70.00
387,absolute milky 700ml strawberry,vodka,70,70.00
388,absolute milky 1L strawberry,vodka,70,70.00
389,"absolute milky 1,5L strawberry",vodka,70,70.00
390,absolute milky 5L strawberry,vodka,70,70.00
391,absolute new years edition 300ml strawberry,vodka,70,70.00
392,absolute new years edition 600ml strawberry,vodka,70,70.00
393,absolute new years edition 700ml strawberry,vodka,70,70.00
394,absolute new years edition 1L strawberry,vodka,70,70.00
395,"absolute new years edition 1,5L strawberry",vodka,70,70.00
396,absolute new years edition 5L strawberry,vodka,70,70.00
397,lemon,fruits,50,3
398,yogurt lemon,yogurt,70,5.99
399,dry lemon,fruits,70,2.99
400,soap lemon,cleaning,70,1.99
401,soda 365ml lemon,drinks,70,4.99
402,soda 700ml lemon,drinks,70,4.99
403,soda 1L lemon,drinks,70,4.99
404,"soda 1,5L lemon",drinks,70,4.99
405,soda 2L lemon,drinks,70,4.99
406,soap lemon,cleaning,70,1.99
407,soda diet 365ml lemon,drinks,70,4.99
408,soda diet 700ml lemon,drinks,70,4.99
409,soda diet 1L lemon,drinks,70,4.99
410,"soda diet 1,5L lemon",drinks,70,4.99
411,soda diet 2L lemon,drinks,70,4.99
412,juice 300ml lemon,drinks,70,10.00
413,juice 600ml lemon,drinks,70,10.00
414,juice 1L lemon,drinks,70,10.00
415,juice 2L lemon,drinks,70,10.00
416,juice diet 300ml lemon,drinks,70,10.00
417,juice diet 600ml lemon,drinks,70,10.00
418,juice diet 1L lemon,drinks,70,10.00
419,juice diet 2L lemon,drinks,70,10.00
420,whey protein 900g lemon,suplements,70,40.00
421,whey protein 2kg lemon,suplements,70,100.00
422,whey protein 5kg lemon,suplements,70,180.00
423,whey protein isolado 900g lemon,suplements,70,40.00
424,whey protein isolado 2kg lemon,suplements,70,100.00
425,whey protein isolado 5kg lemon,suplements,70,180.00
426,whey protein hisdrolisado 900g lemon,suplements,70,500.00
427,whey protein hisdrolisado 2kg lemon,suplements,70,1000.00
428,whey protein hisdrolisado 5kg lemon,suplements,70,1500.00
429,ice cream lemon,ice cream,70,5.00
430,5L ice cream lemon,ice cream,70,25.99
431,absolute 300ml lemon,vodka,70,70.00
432,absolute 600ml lemon,vodka,70,70.00
433,absolute 700ml lemon,vodka,70,70.00
434,absolute 1L lemon,vodka,70,70.00
435,"absolute 1,5L lemon",vodka,70,70.00
436,absolute 5L lemon,vodka,70,70.00
437,smirnoff ice lemon,drink,70,9.99
438,absolute zero 300ml lemon,vodka,70,70.00
439,absolute zero 600ml lemon,vodka,70,70.00
440,absolute zero 700ml lemon,vodka,70,70.00
441,absolute zero 1L lemon,vodka,70,70.00
442,"absolute zero 1,5L lemon",vodka,70,70.00
443,absolute zero 5L lemon,vodka,70,70.00
444,smirnoff ice lemon,drink,70,9.99
445,51 ice lemon,drink,70,9.99
446,skol beats lemon,drink,70,9.99
447,absolute light 300ml lemon,vodka,70,70.00
448,absolute light 600ml lemon,vodka,70,70.00
449,absolute light 700ml lemon,vodka,70,70.00
450,absolute light 1L lemon,vodka,70,70.00
451,"absolute light 1,5L lemon",vodka,70,70.00
452,absolute light 5L lemon,vodka,70,70.00
453,absolute condensed 300ml lemon,vodka,70,70.00
454,absolute condensed 600ml lemon,vodka,70,70.00
455,absolute condensed 700ml lemon,vodka,70,70.00
456,absolute condensed 1L lemon,vodka,70,70.00
457,"absolute condensed 1,5L lemon",vodka,70,70.00
458,absolute condensed 5L lemon,vodka,70,70.00
459,absolute milky 300ml lemon,vodka,70,70.00
460,absolute milky 600ml lemon,vodka,70,70.00
461,absolute milky 700ml lemon,vodka,70,70.00
462,absolute milky 1L lemon,vodka,70,70.00
463,"absolute milky 1,5L lemon",vodka,70,70.00
464,absolute milky 5L lemon,vodka,70,70.00
465,absolute new years edition 300ml lemon,vodka,70,70.00
466,absolute new years edition 600ml lemon,vodka,70,70.00
467,absolute new years edition 700ml lemon,vodka,70,70.00
468,absolute new years edition 1L lemon,vodka,70,70.00
469,"absolute new years edition 1,5L lemon",vodka,70,70.00
470,absolute new years edition 5L lemon,vodka,70,70.00
471,apple,fruits,50,3
472,yogurt apple,yogurt,70,5.99
473,dry apple,fruits,70,2.99
474,soap apple,cleaning,70,1.99
475,soda 365ml apple,drinks,70,4.99
476,soda 700ml apple,drinks,70,4.99
477,soda 1L apple,drinks,70,4.99
478,"soda 1,5L apple",drinks,70,4.99
479,soda 2L apple,drinks,70,4.99
480,soap apple,cleaning,70,1.99
481,soda diet 365ml apple,drinks,70,4.99
482,soda diet 700ml apple,drinks,70,4.99
483,soda diet 1L apple,drinks,70,4.99
484,"soda diet 1,5L apple",drinks,70,4.99
485,soda diet 2L apple,drinks,70,4.99
486,juice 300ml apple,drinks,70,10.00
487,juice 600ml apple,drinks,70,10.00
488,juice 1L apple,drinks,70,10.00
489,juice 2L apple,drinks,70,10.00
490,juice diet 300ml apple,drinks,70,10.00
491,juice diet 600ml apple,drinks,70,10.00
492,juice diet 1L apple,drinks,70,10.00
493,juice diet 2L apple,drinks,70,10.00
494,whey protein 900g apple,suplements,70,40.00
495,whey protein 2kg apple,suplements,70,100.00
496,whey protein 5kg apple,suplements,70,180.00
497,whey protein isolado 900g apple,suplements,70,40.00
498,whey protein isolado 2kg apple,suplements,70,100.00
499,whey protein isolado 5kg apple,suplements,70,180.00
500,whey protein hisdrolisado 900g apple,suplements,70,500.00
501,whey protein hisdrolisado 2kg apple,suplements,70,1000.00
502,whey protein hisdrolisado 5kg apple,suplements,70,1500.00
503,ice cream apple,ice cream,70,5.00
504,5L ice cream apple,ice cream,70,25.99
505,absolute 300ml apple,vodka,70,70.00
506,absolute 600ml apple,vodka,70,70.00
507,absolute 700ml apple,vodka,70,70.00
508,absolute 1L apple,vodka,70,70.00
509,"absolute 1,5L apple",vodka,70,70.00
510,absolute 5L apple,vodka,70,70.00
511,smirnoff ice apple,drink,70,9.99
512,absolute zero 300ml apple,vodka,70,70.00
513,absolute zero 600ml apple,vodka,70,70.00
514,absolute zero 700ml apple,vodka,70,70.00
515,absolute zero 1L apple,vodka,70,70.00
516,"absolute zero 1,5L apple",vodka,70,70.00
517,absolute zero 5L apple,vodka,70,70.00
518,smirnoff ice apple,drink,70,9.99
519,51 ice apple,drink,70,9.99
520,skol beats apple,drink,70,9.99
521,absolute light 300ml apple,vodka,70,70.00
522,absolute light 600ml apple,vodka,70,70.00
523,absolute light 700ml apple,vodka,70,70.00
524,absolute light 1L apple,vodka,70,70.00
525,"absolute light 1,5L apple",vodka,70,70.00
526,absolute light 5L apple,vodka,70,70.00
527,absolute condensed 300ml apple,vodka,70,70.00
528,absolute condensed 600ml apple,vodka,70,70.00
529,absolute condensed 700ml apple,vodka,70,70.00
530,absolute condensed 1L apple,vodka,70,70.00
531,"absolute condensed 1,5L apple",vodka,70,70.00
532,absolute condensed 5L apple,vodka,70,70.00
533,absolute milky 300ml apple,vodka,70,70.00
534,absolute milky 600ml apple,vodka,70,70.00
535,absolute milky 700ml apple,vodka,70,70.00
536,absolute milky 1L apple,vodka,70,70.00
537,"absolute milky 1,5L apple",vodka,70,70.00
538,absolute milky 5L apple,vodka,70,70.00
539,absolute new years edition 300ml apple,vodka,70,70.00
540,absolute new years edition 600ml apple,vodka,70,70.00
541,absolute new years edition 700ml apple,vodka,70,70.00
542,absolute new years edition 1L apple,vodka,70,70.00
543,"absolute new years edition 1,5L apple",vodka,70,70.00
544,absolute new years edition 5L apple,vodka,70,70.00
545,cocoa,fruits,50,3
546,yogurt cocoa,yogurt,70,5.99
547,dry cocoa,fruits,70,2.99
548,soap cocoa,cleaning,70,1.99
549,soda 365ml cocoa,drinks,70,4.99
550,soda 700ml cocoa,drinks,70,4.99
551,soda 1L cocoa,drinks,70,4.99
552,"soda 1,5L cocoa",drinks,70,4.99
553,soda 2L cocoa,drinks,70,4.99
554,soap cocoa,cleaning,70,1.99
555,soda diet 365ml cocoa,drinks,70,4.99
556,soda diet 700ml cocoa,drinks,70,4.99
557,soda diet 1L cocoa,drinks,70,4.99
558,"soda diet 1,5L cocoa",drinks,70,4.99
559,soda diet 2L cocoa,drinks,70,4.99
560,juice 300ml cocoa,drinks,70,10.00
561,juice 600ml cocoa,drinks,70,10.00
562,juice 1L cocoa,drinks,70,10.00
563,juice 2L cocoa,drinks,70,10.00
564,juice diet 300ml cocoa,drinks,70,10.00
565,juice diet 600ml cocoa,drinks,70,10.00
566,juice diet 1L cocoa,drinks,70,10.00
567,juice diet 2L cocoa,drinks,70,10.00
568,whey protein 900g cocoa,suplements,70,40.00
569,whey protein 2kg cocoa,suplements,70,100.00
570,whey protein 5kg cocoa,suplements,70,180.00
571,whey protein isolado 900g cocoa,suplements,70,40.00
572,whey protein isolado 2kg cocoa,suplements,70,100.00
573,whey protein isolado 5kg cocoa,suplements,70,180.00
574,whey protein hisdrolisado 900g cocoa,suplements,70,500.00
575,whey protein hisdrolisado 2kg cocoa,suplements,70,1000.00
576,whey protein hisdrolisado 5kg cocoa,suplements,70,1500.00
577,ice cream cocoa,ice cream,70,5.00
578,5L ice cream cocoa,ice cream,70,25.99
579,absolute 300ml cocoa,vodka,70,70.00
580,absolute 600ml cocoa,vodka,70,70.00
581,absolute 700ml cocoa,vodka,70,70.00
582,absolute 1L cocoa,vodka,70,70.00
583,"absolute 1,5L cocoa",vodka,70,70.00
584,absolute 5L cocoa,vodka,70,70.00
585,smirnoff ice cocoa,drink,70,9.99
586,absolute zero 300ml cocoa,vodka,70,70.00
587,absolute zero 600ml cocoa,vodka,70,70.00
588,absolute zero 700ml cocoa,vodka,70,70.00
589,absolute zero 1L cocoa,vodka,70,70.00
590,"absolute zero 1,5L cocoa",vodka,70,70.00
591,absolute zero 5L cocoa,vodka,70,70.00
592,smirnoff ice cocoa,drink,70,9.99
593,51 ice cocoa,drink,70,9.99
594,skol beats cocoa,drink,70,9.99
595,absolute light 300ml cocoa,vodka,70,70.00
596,absolute light 600ml cocoa,vodka,70,70.00
597,absolute light 700ml cocoa,vodka,70,70.00
598,absolute light 1L cocoa,vodka,70,70.00
599,"absolute light 1,5L cocoa",vodka,70,70.00
600,absolute light 5L cocoa,vodka,70,70.00
601,absolute condensed 300ml cocoa,vodka,70,70.00
602,absolute condensed 600ml cocoa,vodka,70,70.00
603,absolute condensed 700ml cocoa,vodka,70,70.00
604,absolute condensed 1L cocoa,vodka,70,70.00
605,"absolute condensed 1,5L cocoa",vodka,70,70.00
606,absolute condensed 5L cocoa,vodka,70,70.00
607,absolute milky 300ml cocoa,vodka,70,70.00
608,absolute milky 600ml cocoa,vodka,70,70.00
609,absolute milky 700ml cocoa,vodka,70,70.00
610,absolute milky 1L cocoa,vodka,70,70.00
611,"absolute milky 1,5L cocoa",vodka,70,70.00
612,absolute milky 5L cocoa,vodka,70,70.00
613,absolute new years edition 300ml cocoa,vodka,70,70.00
614,absolute new years edition 600ml cocoa,vodka,70,70.00
615,absolute new years edition 700ml cocoa,vodka,70,70.00
616,absolute new years edition 1L cocoa,vodka,70,70.00
617,"absolute new years edition 1,5L cocoa",vodka,70,70.00
618,absolute new years edition 5L cocoa,vodka,70,70.00
619,kiwi,fruits,50,3
620,yogurt kiwi,yogurt,70,5.99
621,dry kiwi,fruits,70,2.99
622,soap kiwi,cleaning,70,1.99
623,soda 365ml kiwi,drinks,70,4.99
624,soda 700ml kiwi,drinks,70,4.99
625,soda 1L kiwi,drinks,70,4.99
626,"soda 1,5L kiwi",drinks,70,4.99
627,soda 2L kiwi,drinks,70,4.99
628,soap kiwi,cleaning,70,1.99
629,soda diet 365ml kiwi,drinks,70,4.99
630,soda diet 700ml kiwi,drinks,70,4.99
631,soda diet 1L kiwi,drinks,70,4.99
632,"soda diet 1,5L kiwi",drinks,70,4.99
633,soda diet 2L kiwi,drinks,70,4.99
634,juice 300ml kiwi,drinks,70,10.00
635,juice 600ml kiwi,drinks,70,10.00
636,juice 1L kiwi,drinks,70,10.00
637,juice 2L kiwi,drinks,70,10.00
638,juice diet 300ml kiwi,drinks,70,10.00
639,juice diet 600ml kiwi,drinks,70,10.00
640,juice diet 1L kiwi,drinks,70,10.00
641,juice diet 2L kiwi,drinks,70,10.00
642,whey protein 900g kiwi,suplements,70,40.00
643,whey protein 2kg kiwi,suplements,70,100.00
644,whey protein 5kg kiwi,suplements,70,180.00
645,whey protein isolado 900g kiwi,suplements,70,40.00
646,whey protein isolado 2kg kiwi,suplements,70,100.00
647,whey protein isolado 5kg kiwi,suplements,70,180.00
648,whey protein hisdrolisado 900g kiwi,suplements,70,500.00
649,whey protein hisdrolisado 2kg kiwi,suplements,70,1000.00
650,whey protein hisdrolisado 5kg kiwi,suplements,70,1500.00
651,ice cream kiwi,ice cream,70,5.00
652,5L ice cream kiwi,ice cream,70,25.99
653,absolute 300ml kiwi,vodka,70,70.00
654,absolute 600ml kiwi,vodka,70,70.00
655,absolute 700ml kiwi,vodka,70,70.00
656,absolute 1L kiwi,vodka,70,70.00
657,"absolute 1,5L kiwi",vodka,70,70.00
658,absolute 5L kiwi,vodka,70,70.00
659,smirnoff ice kiwi,drink,70,9.99
660,absolute zero 300ml kiwi,vodka,70,70.00
661,absolute zero 600ml kiwi,vodka,70,70.00
662,absolute zero 700ml kiwi,vodka,70,70.00
663,absolute zero 1L kiwi,vodka,70,70.00
664,"absolute zero 1,5L kiwi",vodka,70,70.00
665,absolute zero 5L kiwi,vodka,70,70.00
666,smirnoff ice kiwi,drink,70,9.99
667,51 ice kiwi,drink,70,9.99
668,skol beats kiwi,drink,70,9.99
669,absolute light 300ml kiwi,vodka,70,70.00
670,absolute light 600ml kiwi,vodka,70,70.00
671,absolute light 700ml kiwi,vodka,70,70.00
672,absolute light 1L kiwi,vodka,70,70.00
673,"absolute light 1,5L kiwi",vodka,70,70.00
674,absolute light 5L kiwi,vodka,70,70.00
675,absolute condensed 300ml kiwi,vodka,70,70.00
676,absolute condensed 600ml kiwi,vodka,70,70.00
677,absolute condensed 700ml kiwi,vodka,70,70.00
678,absolute condensed 1L kiwi,vodka,70,70.00
679,"absolute condensed 1,5L kiwi",vodka,70,70.00
680,absolute condensed 5L kiwi,vodka,70,70.00
681,absolute milky 300ml kiwi,vodka,70,70.00
682,absolute milky 600ml kiwi,vodka,70,70.00
683,absolute milky 700ml kiwi,vodka,70,70.00
684,absolute milky 1L kiwi,vodka,70,70.00
